Village_Name,State_Name,District_Name,Block_Name,Pincode,Input_Parameter1,Input_Parameter2,Input_Parameter3,Input_Parameter4,Input_Parameter0
Kathaia,Bihar,PASHCHIM CHAMPARAN,MAJHAULIA,845454.0,"KATHAIA,Bihar","KATHAIA,PASHCHIM CHAMPARAN,Bihar","KATHAIA,MAJHAULIA,Bihar","KATHAIA,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar","KATHAIA,Bihar,845454.0"
Kathbhari,Jharkhand,PASHCHIMI SINGHBHUM,TANTNAGAR,833201.0,"KATHBHARI,Jharkhand","KATHBHARI,PASHCHIMI SINGHBHUM,Jharkhand","KATHBHARI,TANTNAGAR,Jharkhand","KATHBHARI,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand","KATHBHARI,Jharkhand,833201.0"
Kauria,Bihar,SITAMARHI,RUNNI SAIDPUR,843323.0,"KAURIA,Bihar","KAURIA,SITAMARHI,Bihar","KAURIA,RUNNI SAIDPUR,Bihar","KAURIA,RUNNI SAIDPUR,SITAMARHI,Bihar","KAURIA,Bihar,843323.0"
Kawal,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KAWAL,Jharkhand","KAWAL,PALAMU,Jharkhand","KAWAL,CHHATARPUR,Jharkhand","KAWAL,CHHATARPUR,PALAMU,Jharkhand","KAWAL,Jharkhand,822113.0"
Kebidi,Odisha,KORAPUT,JEYPORE,766015.0,"KEBIDI,Odisha","KEBIDI,KORAPUT,Odisha","KEBIDI,JEYPORE,Odisha","KEBIDI,JEYPORE,KORAPUT,Odisha","KEBIDI,Odisha,766015.0"
Kelhawa,Jharkhand,PALAMU,PANKI,822122.0,"KELHAWA,Jharkhand","KELHAWA,PALAMU,Jharkhand","KELHAWA,PANKI,Jharkhand","KELHAWA,PANKI,PALAMU,Jharkhand","KELHAWA,Jharkhand,822122.0"
Kenduguda,Odisha,KORAPUT,JEYPORE,764055.0,"KENDUGUDA,Odisha","KENDUGUDA,KORAPUT,Odisha","KENDUGUDA,JEYPORE,Odisha","KENDUGUDA,JEYPORE,KORAPUT,Odisha","KENDUGUDA,Odisha,764055.0"
Kerandipur,Odisha,PURI,PURI SADAR,752012.0,"KERANDIPUR,Odisha","KERANDIPUR,PURI,Odisha","KERANDIPUR,PURI SADAR,Odisha","KERANDIPUR,PURI SADAR,PURI,Odisha","KERANDIPUR,Odisha,752012.0"
Kerki Kala,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KERKI KALA,Jharkhand","KERKI KALA,PALAMU,Jharkhand","KERKI KALA,CHHATARPUR,Jharkhand","KERKI KALA,CHHATARPUR,PALAMU,Jharkhand","KERKI KALA,Jharkhand,822113.0"
Kerki Khurd,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KERKI KHURD,Jharkhand","KERKI KHURD,PALAMU,Jharkhand","KERKI KHURD,CHHATARPUR,Jharkhand","KERKI KHURD,CHHATARPUR,PALAMU,Jharkhand","KERKI KHURD,Jharkhand,822113.0"
Kerwaniya,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271861.0,"KERWANIYA,Uttar Pradesh","KERWANIYA,BALRAMPUR,Uttar Pradesh","KERWANIYA,HARAIYA SATGHARWA,Uttar Pradesh","KERWANIYA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","KERWANIYA,Uttar Pradesh,271861.0"
Keutoguda,Odisha,RAYAGADA,KOLNARA,765017.0,"KEUTOGUDA,Odisha","KEUTOGUDA,RAYAGADA,Odisha","KEUTOGUDA,KOLNARA,Odisha","KEUTOGUDA,KOLNARA,RAYAGADA,Odisha","KEUTOGUDA,Odisha,765017.0"
Kewal Pur,Uttar Pradesh,BALRAMPUR,GAINSARI,271208.0,"KEWAL PUR,Uttar Pradesh","KEWAL PUR,BALRAMPUR,Uttar Pradesh","KEWAL PUR,GAINSARI,Uttar Pradesh","KEWAL PUR,GAINSARI,BALRAMPUR,Uttar Pradesh","KEWAL PUR,Uttar Pradesh,271208.0"
Kewatvar,Jharkhand,PALAMU,DALTONGANJ,822126.0,"KEWATVAR,Jharkhand","KEWATVAR,PALAMU,Jharkhand","KEWATVAR,DALTONGANJ,Jharkhand","KEWATVAR,DALTONGANJ,PALAMU,Jharkhand","KEWATVAR,Jharkhand,822126.0"
Khaira Kot,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271201.0,"KHAIRA KOT,Uttar Pradesh","KHAIRA KOT,BALRAMPUR,Uttar Pradesh","KHAIRA KOT,BALRAMPUR,Uttar Pradesh","KHAIRA KOT,BALRAMPUR,BALRAMPUR,Uttar Pradesh","KHAIRA KOT,Uttar Pradesh,271201.0"
Khairant,Jharkhand,PALAMU,LESLIGANJ,822118.0,"KHAIRANT,Jharkhand","KHAIRANT,PALAMU,Jharkhand","KHAIRANT,LESLIGANJ,Jharkhand","KHAIRANT,LESLIGANJ,PALAMU,Jharkhand","KHAIRANT,Jharkhand,822118.0"
Khairbandh,Odisha,SUNDERGARH,LATHIKATA,770037.0,"KHAIRBANDH,Odisha","KHAIRBANDH,SUNDERGARH,Odisha","KHAIRBANDH,LATHIKATA,Odisha","KHAIRBANDH,LATHIKATA,SUNDERGARH,Odisha","KHAIRBANDH,Odisha,770037.0"
Khairmal,Odisha,KALAHANDI,BHAWANIPATNA,767002.0,"KHAIRMAL,Odisha","KHAIRMAL,KALAHANDI,Odisha","KHAIRMAL,BHAWANIPATNA,Odisha","KHAIRMAL,BHAWANIPATNA,KALAHANDI,Odisha","KHAIRMAL,Odisha,767002.0"
Khairwa Bainathpur,Bihar,SITAMARHI,MAJORGANJ,843332.0,"KHAIRWA BAINATHPUR,Bihar","KHAIRWA BAINATHPUR,SITAMARHI,Bihar","KHAIRWA BAINATHPUR,MAJORGANJ,Bihar","KHAIRWA BAINATHPUR,MAJORGANJ,SITAMARHI,Bihar","KHAIRWA BAINATHPUR,Bihar,843332.0"
Khairwa Chainpur,Bihar,SITAMARHI,MAJORGANJ,843332.0,"KHAIRWA CHAINPUR,Bihar","KHAIRWA CHAINPUR,SITAMARHI,Bihar","KHAIRWA CHAINPUR,MAJORGANJ,Bihar","KHAIRWA CHAINPUR,MAJORGANJ,SITAMARHI,Bihar","KHAIRWA CHAINPUR,Bihar,843332.0"
Khajuriya,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271604.0,"KHAJURIYA,Uttar Pradesh","KHAJURIYA,BALRAMPUR,Uttar Pradesh","KHAJURIYA,BALRAMPUR,Uttar Pradesh","KHAJURIYA,BALRAMPUR,BALRAMPUR,Uttar Pradesh","KHAJURIYA,Uttar Pradesh,271604.0"
Khamhi,Jharkhand,PALAMU,PATAN,822123.0,"KHAMHI,Jharkhand","KHAMHI,PALAMU,Jharkhand","KHAMHI,PATAN,Jharkhand","KHAMHI,PATAN,PALAMU,Jharkhand","KHAMHI,Jharkhand,822123.0"
Khandadeola,Odisha,MAYURBHANJ,BETNOTI,757017.0,"KHANDADEOLA,Odisha","KHANDADEOLA,MAYURBHANJ,Odisha","KHANDADEOLA,BETNOTI,Odisha","KHANDADEOLA,BETNOTI,MAYURBHANJ,Odisha","KHANDADEOLA,Odisha,757017.0"
Khanpur,Uttar Pradesh,BALRAMPUR,REHRA BAZAR,271307.0,"KHANPUR,Uttar Pradesh","KHANPUR,BALRAMPUR,Uttar Pradesh","KHANPUR,REHRA BAZAR,Uttar Pradesh","KHANPUR,REHRA BAZAR,BALRAMPUR,Uttar Pradesh","KHANPUR,Uttar Pradesh,271307.0"
Khargara,Jharkhand,PALAMU,HAIDARNAGAR,822115.0,"KHARGARA,Jharkhand","KHARGARA,PALAMU,Jharkhand","KHARGARA,HAIDARNAGAR,Jharkhand","KHARGARA,HAIDARNAGAR,PALAMU,Jharkhand","KHARGARA,Jharkhand,822115.0"
Kharika Masoompur,Uttar Pradesh,BALRAMPUR,REHRA BAZAR,271307.0,"KHARIKA MASOOMPUR,Uttar Pradesh","KHARIKA MASOOMPUR,BALRAMPUR,Uttar Pradesh","KHARIKA MASOOMPUR,REHRA BAZAR,Uttar Pradesh","KHARIKA MASOOMPUR,REHRA BAZAR,BALRAMPUR,Uttar Pradesh","KHARIKA MASOOMPUR,Uttar Pradesh,271307.0"
Kharikamunda,Odisha,SUNDERGARH,BARGAON,770016.0,"KHARIKAMUNDA,Odisha","KHARIKAMUNDA,SUNDERGARH,Odisha","KHARIKAMUNDA,BARGAON,Odisha","KHARIKAMUNDA,BARGAON,SUNDERGARH,Odisha","KHARIKAMUNDA,Odisha,770016.0"
Kharwardih,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KHARWARDIH,Jharkhand","KHARWARDIH,PALAMU,Jharkhand","KHARWARDIH,CHHATARPUR,Jharkhand","KHARWARDIH,CHHATARPUR,PALAMU,Jharkhand","KHARWARDIH,Jharkhand,822113.0"
Khatakurbahal,Odisha,SUNDERGARH,KUTRA,770018.0,"KHATAKURBAHAL,Odisha","KHATAKURBAHAL,SUNDERGARH,Odisha","KHATAKURBAHAL,KUTRA,Odisha","KHATAKURBAHAL,KUTRA,SUNDERGARH,Odisha","KHATAKURBAHAL,Odisha,770018.0"
Khataura,Bihar,PASHCHIM CHAMPARAN,RAMNAGAR,845106.0,"KHATAURA,Bihar","KHATAURA,PASHCHIM CHAMPARAN,Bihar","KHATAURA,RAMNAGAR,Bihar","KHATAURA,RAMNAGAR,PASHCHIM CHAMPARAN,Bihar","KHATAURA,Bihar,845106.0"
Khemabeda,Odisha,KORAPUT,BOIPARIGUDA,764043.0,"KHEMABEDA,Odisha","KHEMABEDA,KORAPUT,Odisha","KHEMABEDA,BOIPARIGUDA,Odisha","KHEMABEDA,BOIPARIGUDA,KORAPUT,Odisha","KHEMABEDA,Odisha,764043.0"
Kheriatangar,Jharkhand,PASHCHIMI SINGHBHUM,TANTNAGAR,833201.0,"KHERIATANGAR,Jharkhand","KHERIATANGAR,PASHCHIMI SINGHBHUM,Jharkhand","KHERIATANGAR,TANTNAGAR,Jharkhand","KHERIATANGAR,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand","KHERIATANGAR,Jharkhand,833201.0"
Khori,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KHORI,Jharkhand","KHORI,PALAMU,Jharkhand","KHORI,CHHATARPUR,Jharkhand","KHORI,CHHATARPUR,PALAMU,Jharkhand","KHORI,Jharkhand,822113.0"
Khoria,Bihar,SITAMARHI,CHORAUT,843319.0,"KHORIA,Bihar","KHORIA,SITAMARHI,Bihar","KHORIA,CHORAUT,Bihar","KHORIA,CHORAUT,SITAMARHI,Bihar","KHORIA,Bihar,843319.0"
Khursaha,Bihar,SITAMARHI,PARIHAR,843324.0,"KHURSAHA,Bihar","KHURSAHA,SITAMARHI,Bihar","KHURSAHA,PARIHAR,Bihar","KHURSAHA,PARIHAR,SITAMARHI,Bihar","KHURSAHA,Bihar,843324.0"
Khutha,Bihar,SITAMARHI,SONBARSA,843317.0,"KHUTHA,Bihar","KHUTHA,SITAMARHI,Bihar","KHUTHA,SONBARSA,Bihar","KHUTHA,SONBARSA,SITAMARHI,Bihar","KHUTHA,Bihar,843317.0"
Khuthwa,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271861.0,"KHUTHWA,Uttar Pradesh","KHUTHWA,BALRAMPUR,Uttar Pradesh","KHUTHWA,HARAIYA SATGHARWA,Uttar Pradesh","KHUTHWA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","KHUTHWA,Uttar Pradesh,271861.0"
Kinerkela,Odisha,KALAHANDI,KESINGA,766012.0,"KINERKELA,Odisha","KINERKELA,KALAHANDI,Odisha","KINERKELA,KESINGA,Odisha","KINERKELA,KESINGA,KALAHANDI,Odisha","KINERKELA,Odisha,766012.0"
Kisaini,Jharkhand,PALAMU,PATAN,822123.0,"KISAINI,Jharkhand","KISAINI,PALAMU,Jharkhand","KISAINI,PATAN,Jharkhand","KISAINI,PATAN,PALAMU,Jharkhand","KISAINI,Jharkhand,822123.0"
Kodagam,Odisha,KORAPUT,KOTPAD,764043.0,"KODAGAM,Odisha","KODAGAM,KORAPUT,Odisha","KODAGAM,KOTPAD,Odisha","KODAGAM,KOTPAD,KORAPUT,Odisha","KODAGAM,Odisha,764043.0"
Kodri,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"KODRI,Uttar Pradesh","KODRI,BALRAMPUR,Uttar Pradesh","KODRI,HARAIYA SATGHARWA,Uttar Pradesh","KODRI,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","KODRI,Uttar Pradesh,271207.0"
Koilara,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271604.0,"KOILARA,Uttar Pradesh","KOILARA,BALRAMPUR,Uttar Pradesh","KOILARA,BALRAMPUR,Uttar Pradesh","KOILARA,BALRAMPUR,BALRAMPUR,Uttar Pradesh","KOILARA,Uttar Pradesh,271604.0"
Koirgawan,Bihar,PASHCHIM CHAMPARAN,JOGAPATTI,845452.0,"KOIRGAWAN,Bihar","KOIRGAWAN,PASHCHIM CHAMPARAN,Bihar","KOIRGAWAN,JOGAPATTI,Bihar","KOIRGAWAN,JOGAPATTI,PASHCHIM CHAMPARAN,Bihar","KOIRGAWAN,Bihar,845452.0"
Kokaru,Jharkhand,PALAMU,RAMGARH,822110.0,"KOKARU,Jharkhand","KOKARU,PALAMU,Jharkhand","KOKARU,RAMGARH,Jharkhand","KOKARU,RAMGARH,PALAMU,Jharkhand","KOKARU,Jharkhand,822110.0"
Kolhuwa,Jharkhand,PALAMU,PATAN,815353.0,"KOLHUWA,Jharkhand","KOLHUWA,PALAMU,Jharkhand","KOLHUWA,PATAN,Jharkhand","KOLHUWA,PATAN,PALAMU,Jharkhand","KOLHUWA,Jharkhand,815353.0"
Kolwa,Uttar Pradesh,BALRAMPUR,BALRAMPUR,815353.0,"KOLWA,Uttar Pradesh","KOLWA,BALRAMPUR,Uttar Pradesh","KOLWA,BALRAMPUR,Uttar Pradesh","KOLWA,BALRAMPUR,BALRAMPUR,Uttar Pradesh","KOLWA,Uttar Pradesh,815353.0"
Komsai,Jharkhand,PASHCHIMI SINGHBHUM,GUDRI,833103.0,"KOMSAI,Jharkhand","KOMSAI,PASHCHIMI SINGHBHUM,Jharkhand","KOMSAI,GUDRI,Jharkhand","KOMSAI,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand","KOMSAI,Jharkhand,833103.0"
Kondari,Uttar Pradesh,BALRAMPUR,GAINSARI,271606.0,"KONDARI,Uttar Pradesh","KONDARI,BALRAMPUR,Uttar Pradesh","KONDARI,GAINSARI,Uttar Pradesh","KONDARI,GAINSARI,BALRAMPUR,Uttar Pradesh","KONDARI,Uttar Pradesh,271606.0"
Konena,Jharkhand,PASHCHIMI SINGHBHUM,GOELKERA,833103.0,"KONENA,Jharkhand","KONENA,PASHCHIMI SINGHBHUM,Jharkhand","KONENA,GOELKERA,Jharkhand","KONENA,GOELKERA,PASHCHIMI SINGHBHUM,Jharkhand","KONENA,Jharkhand,833103.0"
Konga,Odisha,KORAPUT,JEYPORE,764055.0,"KONGA,Odisha","KONGA,KORAPUT,Odisha","KONGA,JEYPORE,Odisha","KONGA,JEYPORE,KORAPUT,Odisha","KONGA,Odisha,764055.0"
Korlahi Mansingh,Bihar,SITAMARHI,RUNNI SAIDPUR,843117.0,"KORLAHI MANSINGH,Bihar","KORLAHI MANSINGH,SITAMARHI,Bihar","KORLAHI MANSINGH,RUNNI SAIDPUR,Bihar","KORLAHI MANSINGH,RUNNI SAIDPUR,SITAMARHI,Bihar","KORLAHI MANSINGH,Bihar,843117.0"
Kuanrgaon,Odisha,BOLANGIR,SAINTALA,767032.0,"KUANRGAON,Odisha","KUANRGAON,BOLANGIR,Odisha","KUANRGAON,SAINTALA,Odisha","KUANRGAON,SAINTALA,BOLANGIR,Odisha","KUANRGAON,Odisha,767032.0"
Kudada,Jharkhand,PASHCHIMI SINGHBHUM,GUDRI,833103.0,"KUDADA,Jharkhand","KUDADA,PASHCHIMI SINGHBHUM,Jharkhand","KUDADA,GUDRI,Jharkhand","KUDADA,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand","KUDADA,Jharkhand,833103.0"
Kudam Sada,Jharkhand,PASHCHIMI SINGHBHUM,NOAMUNDI,833218.0,"KUDAM SADA,Jharkhand","KUDAM SADA,PASHCHIMI SINGHBHUM,Jharkhand","KUDAM SADA,NOAMUNDI,Jharkhand","KUDAM SADA,NOAMUNDI,PASHCHIMI SINGHBHUM,Jharkhand","KUDAM SADA,Jharkhand,833218.0"
Kudupakia,Odisha,KANDHAMAL,K.NUAGAM,762102.0,"KUDUPAKIA,Odisha","KUDUPAKIA,KANDHAMAL,Odisha","KUDUPAKIA,K.NUAGAM,Odisha","KUDUPAKIA,K.NUAGAM,KANDHAMAL,Odisha","KUDUPAKIA,Odisha,762102.0"
Kuhudigam,Odisha,KORAPUT,KOTPAD,764058.0,"KUHUDIGAM,Odisha","KUHUDIGAM,KORAPUT,Odisha","KUHUDIGAM,KOTPAD,Odisha","KUHUDIGAM,KOTPAD,KORAPUT,Odisha","KUHUDIGAM,Odisha,764058.0"
Kukuda,Odisha,SUNDERGARH,BISRA,770036.0,"KUKUDA,Odisha","KUKUDA,SUNDERGARH,Odisha","KUKUDA,BISRA,Odisha","KUKUDA,BISRA,SUNDERGARH,Odisha","KUKUDA,Odisha,770036.0"
Kula,Jharkhand,PASHCHIMI SINGHBHUM,GOELKERA,833103.0,"KULA,Jharkhand","KULA,PASHCHIMI SINGHBHUM,Jharkhand","KULA,GOELKERA,Jharkhand","KULA,GOELKERA,PASHCHIMI SINGHBHUM,Jharkhand","KULA,Jharkhand,833103.0"
Kuladahani,Odisha,MAYURBHANJ,SULIAPADA,757084.0,"KULADAHANI,Odisha","KULADAHANI,MAYURBHANJ,Odisha","KULADAHANI,SULIAPADA,Odisha","KULADAHANI,SULIAPADA,MAYURBHANJ,Odisha","KULADAHANI,Odisha,757084.0"
Kulitondang,Jharkhand,PASHCHIMI SINGHBHUM,CHAKRADHARPUR,833102.0,"KULITONDANG,Jharkhand","KULITONDANG,PASHCHIMI SINGHBHUM,Jharkhand","KULITONDANG,CHAKRADHARPUR,Jharkhand","KULITONDANG,CHAKRADHARPUR,PASHCHIMI SINGHBHUM,Jharkhand","KULITONDANG,Jharkhand,833102.0"
Kumbhi Kala,Jharkhand,PALAMU,NAWA BAZAR,822113.0,"KUMBHI KALA,Jharkhand","KUMBHI KALA,PALAMU,Jharkhand","KUMBHI KALA,NAWA BAZAR,Jharkhand","KUMBHI KALA,NAWA BAZAR,PALAMU,Jharkhand","KUMBHI KALA,Jharkhand,822113.0"
Kumbhram,Jharkhand,PASHCHIMI SINGHBHUM,TANTNAGAR,833201.0,"KUMBHRAM,Jharkhand","KUMBHRAM,PASHCHIMI SINGHBHUM,Jharkhand","KUMBHRAM,TANTNAGAR,Jharkhand","KUMBHRAM,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand","KUMBHRAM,Jharkhand,833201.0"
Kunbia,Jharkhand,PASHCHIMI SINGHBHUM,MANOHARPUR,833106.0,"KUNBIA,Jharkhand","KUNBIA,PASHCHIMI SINGHBHUM,Jharkhand","KUNBIA,MANOHARPUR,Jharkhand","KUNBIA,MANOHARPUR,PASHCHIMI SINGHBHUM,Jharkhand","KUNBIA,Jharkhand,833106.0"
Kundouli,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KUNDOULI,Jharkhand","KUNDOULI,PALAMU,Jharkhand","KUNDOULI,CHHATARPUR,Jharkhand","KUNDOULI,CHHATARPUR,PALAMU,Jharkhand","KUNDOULI,Jharkhand,822113.0"
Kundrugutu,Jharkhand,PASHCHIMI SINGHBHUM,BANDGAON,835216.0,"KUNDRUGUTU,Jharkhand","KUNDRUGUTU,PASHCHIMI SINGHBHUM,Jharkhand","KUNDRUGUTU,BANDGAON,Jharkhand","KUNDRUGUTU,BANDGAON,PASHCHIMI SINGHBHUM,Jharkhand","KUNDRUGUTU,Jharkhand,835216.0"
Kunduraguda,Odisha,KORAPUT,BORIGUMMA,764056.0,"KUNDURAGUDA,Odisha","KUNDURAGUDA,KORAPUT,Odisha","KUNDURAGUDA,BORIGUMMA,Odisha","KUNDURAGUDA,BORIGUMMA,KORAPUT,Odisha","KUNDURAGUDA,Odisha,764056.0"
Kunturukhal,Odisha,KORAPUT,JEYPORE,764005.0,"KUNTURUKHAL,Odisha","KUNTURUKHAL,KORAPUT,Odisha","KUNTURUKHAL,JEYPORE,Odisha","KUNTURUKHAL,JEYPORE,KORAPUT,Odisha","KUNTURUKHAL,Odisha,764005.0"
Kuria,Bihar,PASHCHIM CHAMPARAN,MAJHAULIA,845454.0,"KURIA,Bihar","KURIA,PASHCHIM CHAMPARAN,Bihar","KURIA,MAJHAULIA,Bihar","KURIA,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar","KURIA,Bihar,845454.0"
Kurkuta,Jharkhand,PALAMU,CHHATARPUR,822113.0,"KURKUTA,Jharkhand","KURKUTA,PALAMU,Jharkhand","KURKUTA,CHHATARPUR,Jharkhand","KURKUTA,CHHATARPUR,PALAMU,Jharkhand","KURKUTA,Jharkhand,822113.0"
Kushmunda,Jharkhand,PASHCHIMI SINGHBHUM,HATGAMAHARIA,833214.0,"KUSHMUNDA,Jharkhand","KUSHMUNDA,PASHCHIMI SINGHBHUM,Jharkhand","KUSHMUNDA,HATGAMAHARIA,Jharkhand","KUSHMUNDA,HATGAMAHARIA,PASHCHIMI SINGHBHUM,Jharkhand","KUSHMUNDA,Jharkhand,833214.0"
Kusmaha,Jharkhand,DEOGHAR,SARATH,814152.0,"KUSMAHA,Jharkhand","KUSMAHA,DEOGHAR,Jharkhand","KUSMAHA,SARATH,Jharkhand","KUSMAHA,SARATH,DEOGHAR,Jharkhand","KUSMAHA,Jharkhand,814152.0"
Kustuna,Odisha,SUNDERGARH,BARGAON,770016.0,"KUSTUNA,Odisha","KUSTUNA,SUNDERGARH,Odisha","KUSTUNA,BARGAON,Odisha","KUSTUNA,BARGAON,SUNDERGARH,Odisha","KUSTUNA,Odisha,770016.0"
Kusumi,Odisha,NABARANGPUR,NABARANGPUR,764055.0,"KUSUMI,Odisha","KUSUMI,NABARANGPUR,Odisha","KUSUMI,NABARANGPUR,Odisha","KUSUMI,NABARANGPUR,NABARANGPUR,Odisha","KUSUMI,Odisha,764055.0"
Kusunpur,Odisha,MAYURBHANJ,KAPTIPADA,757077.0,"KUSUNPUR,Odisha","KUSUNPUR,MAYURBHANJ,Odisha","KUSUNPUR,KAPTIPADA,Odisha","KUSUNPUR,KAPTIPADA,MAYURBHANJ,Odisha","KUSUNPUR,Odisha,757077.0"
Lacchu Chhapar A.B.,Bihar,PASHCHIM CHAMPARAN,CHANPATIA,845449.0,"LACCHU CHHAPAR A.B.,Bihar","LACCHU CHHAPAR A.B.,PASHCHIM CHAMPARAN,Bihar","LACCHU CHHAPAR A.B.,CHANPATIA,Bihar","LACCHU CHHAPAR A.B.,CHANPATIA,PASHCHIM CHAMPARAN,Bihar","LACCHU CHHAPAR A.B.,Bihar,845449.0"
Lailor,Jharkhand,PASHCHIMI SINGHBHUM,MANOHARPUR,833104.0,"LAILOR,Jharkhand","LAILOR,PASHCHIMI SINGHBHUM,Jharkhand","LAILOR,MANOHARPUR,Jharkhand","LAILOR,MANOHARPUR,PASHCHIMI SINGHBHUM,Jharkhand","LAILOR,Jharkhand,833104.0"
Lakhahi,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271201.0,"LAKHAHI,Uttar Pradesh","LAKHAHI,BALRAMPUR,Uttar Pradesh","LAKHAHI,BALRAMPUR,Uttar Pradesh","LAKHAHI,BALRAMPUR,BALRAMPUR,Uttar Pradesh","LAKHAHI,Uttar Pradesh,271201.0"
Lakhanipur,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"LAKHANIPUR,Uttar Pradesh","LAKHANIPUR,BALRAMPUR,Uttar Pradesh","LAKHANIPUR,HARAIYA SATGHARWA,Uttar Pradesh","LAKHANIPUR,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","LAKHANIPUR,Uttar Pradesh,271207.0"
Lakhanpur,Jharkhand,DEOGHAR,PALOJORI,845453.0,"LAKHANPUR,Jharkhand","LAKHANPUR,DEOGHAR,Jharkhand","LAKHANPUR,PALOJORI,Jharkhand","LAKHANPUR,PALOJORI,DEOGHAR,Jharkhand","LAKHANPUR,Jharkhand,845453.0"
Lakhbahali ,Odisha,KALAHANDI,JAIPATNA,766018.0,"LAKHBAHALI ,Odisha","LAKHBAHALI ,KALAHANDI,Odisha","LAKHBAHALI ,JAIPATNA,Odisha","LAKHBAHALI ,JAIPATNA,KALAHANDI,Odisha","LAKHBAHALI ,Odisha,766018.0"
Lakhipai,Jharkhand,PASHCHIMI SINGHBHUM,JAGANNATHPUR,833214.0,"LAKHIPAI,Jharkhand","LAKHIPAI,PASHCHIMI SINGHBHUM,Jharkhand","LAKHIPAI,JAGANNATHPUR,Jharkhand","LAKHIPAI,JAGANNATHPUR,PASHCHIMI SINGHBHUM,Jharkhand","LAKHIPAI,Jharkhand,833214.0"
Lakhoriya,Jharkhand,DEOGHAR,SARWAN,814150.0,"LAKHORIYA,Jharkhand","LAKHORIYA,DEOGHAR,Jharkhand","LAKHORIYA,SARWAN,Jharkhand","LAKHORIYA,SARWAN,DEOGHAR,Jharkhand","LAKHORIYA,Jharkhand,814150.0"
Lakshaman Pur,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271201.0,"LAKSHAMAN PUR,Uttar Pradesh","LAKSHAMAN PUR,BALRAMPUR,Uttar Pradesh","LAKSHAMAN PUR,BALRAMPUR,Uttar Pradesh","LAKSHAMAN PUR,BALRAMPUR,BALRAMPUR,Uttar Pradesh","LAKSHAMAN PUR,Uttar Pradesh,271201.0"
Lakshmipur,Bihar,PASHCHIM CHAMPARAN,JOGAPATTI,845450.0,"LAKSHMIPUR,Bihar","LAKSHMIPUR,PASHCHIM CHAMPARAN,Bihar","LAKSHMIPUR,JOGAPATTI,Bihar","LAKSHMIPUR,JOGAPATTI,PASHCHIM CHAMPARAN,Bihar","LAKSHMIPUR,Bihar,845450.0"
Lal Bojhi,Uttar Pradesh,BALRAMPUR,TULSIPUR,271208.0,"LAL BOJHI,Uttar Pradesh","LAL BOJHI,BALRAMPUR,Uttar Pradesh","LAL BOJHI,TULSIPUR,Uttar Pradesh","LAL BOJHI,TULSIPUR,BALRAMPUR,Uttar Pradesh","LAL BOJHI,Uttar Pradesh,271208.0"
Lalpur,Bihar,SITAMARHI,RUNNI SAIDPUR,843323.0,"LALPUR,Bihar","LALPUR,SITAMARHI,Bihar","LALPUR,RUNNI SAIDPUR,Bihar","LALPUR,RUNNI SAIDPUR,SITAMARHI,Bihar","LALPUR,Bihar,843323.0"
Lalpur Bhaluhiya,Uttar Pradesh,BALRAMPUR,REHRA BAZAR,271307.0,"LALPUR BHALUHIYA,Uttar Pradesh","LALPUR BHALUHIYA,BALRAMPUR,Uttar Pradesh","LALPUR BHALUHIYA,REHRA BAZAR,Uttar Pradesh","LALPUR BHALUHIYA,REHRA BAZAR,BALRAMPUR,Uttar Pradesh","LALPUR BHALUHIYA,Uttar Pradesh,271307.0"
Lalpur Kanjebariya,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271861.0,"LALPUR KANJEBARIYA,Uttar Pradesh","LALPUR KANJEBARIYA,BALRAMPUR,Uttar Pradesh","LALPUR KANJEBARIYA,HARAIYA SATGHARWA,Uttar Pradesh","LALPUR KANJEBARIYA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","LALPUR KANJEBARIYA,Uttar Pradesh,271861.0"
