words,js_file
GANGOTRI ENTERPRISES LTD,mca
GANGOTRI IRON AND STEEL CO LTD,mca
GANGOTRI SARANGPUR SUJALPUR TOLLWAY PVT LTD,mca
GANGOTRI TEXTILES LTD,mca
GANI AUTOMOBILE INDUSTRIES,vahan
GANPAT LAL PAWAN KUMAR TRADERS PVT LTD,mca
GANPATI ENTERPRISES,vahan
GANPATI INFRATECH PVT LTD,mca
GANPATI SECURITIES,broking
GANPATI SUGAR INDUSTRIES LTD,mca
GANRAJ AGRO INDUSTRIES,vahan
GANSHYAM AUTO IND,vahan
GARDEN SILK MILLS LTD,mca
GARDENIA AIMS DEVELOPERS PVT LTD,mca
GARDENIA INDIA LTD,mca
GAREWARE MOTORS,vahan
GARG ACRYLICS LTD,mca
GARG SECURITIES,broking
GARIMA BUILDPROP PVT LTD,mca
GARNET CONSTRUCTION LTD,mca
GARNETT SPECIALTY PAPER LTD,mca
GARUDA COTEX SHADES LTD,mca
GARUDA MAVERICK INFRASTRUCTURE PROJECTS PVT LTD,mca
GARWARE MOTORS,vahan
GARWARE POLYESTER LTD,mca
GARWARE TECHNICAL FIBRES LTD,mca
GATES INDIA PVT LTD,mca
GATEWAY DISTRIPARKS KERALA LTD,mca
GATEWAY DISTRIPARKS LTD,mca
GATEWAY IMPEX PVT LTD,mca
GATEWAY OFFICE PARKS PVT LTD,mca
GATEWAY TERMINALS INDIA PVT LTD,mca
GATI INFRASTRUCTURE BHASMEY POWER PVT LTD,mca
GATI INFRASTRUCTURE LTD.,power
GATI INFRASTRUCTURE PVT LTD,mca
GATI LTD,mca
GATIL PROPERTIES PVT LTD,mca
GATX INDIA PVT LTD,mca
GAURI AUTO INDIA,vahan
GAURI WELDING WORKS,vahan
GAURSONS HI TECH INFRASTRUCTURE PVT LTD,mca
GAURSONS PROMOTERS PVT LTD,mca
GAUTAM AGRO INDUSTRIES,vahan
GAUTAM FREIGHT PVT LTD,mca
GAUTAM TRAILER,vahan
GAVI SIDDESWARA STEELSINDIA PVT LTD,mca
GAWAR CONSTRUCTION LTD,mca
GAYAM MOTOR WORKS,vahan
GAYAM MOTOR WORKS (P),vahan
GAYATHRY AGRO TRAILORS,vahan
GAYATRI AGRO ENGINEERING,vahan
GAYATRI AGRO INDUSTRIES,vahan
GAYATRI BIOORGANICS LTD,mca
GAYATRI CAPITAL,broking
GAYATRI ELECTRIC VEHICLES,vahan
GAYATRI ENGINEERING WORKS,vahan
GAYATRI HI TECH HOTELS LTD,mca
GAYATRI JHANSI ROADWAYS LIMTED,mca
GAYATRI LALITPUR ROADWAYS LTD,mca
GAYATRI PROJECTS LTD,mca
GAYATRI SUGARS LTD,mca
GAYATRISHAKTI PAPER AND BOARDS LTD,mca
GAYTRI AGRO INDUSTRIES,vahan
GAZ,vahan
GB GLOBAL LTD,mca
GBHPPL,power
GBT INDIA PVT LTD,mca
GBTL LTD,mca
GCL SECURITIES,broking
GCM SECURITIES LTD,mca
GDK JEWELS PVT LTD,mca
GE CAPITAL SERVICES INDIA,mca
GE INDIA INDUSTRIAL PVT LTD,mca
GE POWER INDIA LTD,mca
GE T AND D INDIA LTD,mca
GE TRIVENI LTD,mca
GEA PROCESS ENGINEERING INDIA PVT LTD,mca
GECORP REALTY PVT LTD,mca
GEE EMM SPINFAB LTD,mca
GEE GEE KAY PVT LTD,mca
GEE ISPAT PVT LTD,mca
GEE PEE FOODS PVT LTD,mca
GEE PEE INFOTECH PVT LTD,mca
GEECEE VENTURES LTD,mca
GEETA COTTON CO PVT LTD,mca
GEETA ENGINEERING CO,vahan
GEETANJALI EFFECTIVE REALTY SOLUTIONS PVT LTD,mca
GEETANJALI STEEL WORKS,vahan
GEETANJALI TRADING AND INVESTMENTS PVT LTD,nbfc
GEETHA ENGINEERING WORKS,vahan
GEHL USA,vahan
GEI INDUSTRIAL SYSTEMS LTD,mca
GEI POWER LTD,mca
GELTEC PVT LTD,mca
GEM HOLIDAY RESORTS LTD,mca
GEM SPINNERS INDIA LTD,mca
GEM SUGARS LTD,mca
GEMAG CONSTRUCTION MACHINARY,vahan
GEMINI COMMUNICATION LTD,mca
GEMINI ENGI FAB LTD,mca
GEMINI EQUIPMENT AND RENTALS PVT LTD,mca
GEMINI INDUSTRIES AND IMAGING LTD,mca
GEMS EDUCATION INDIA PVT LTD,mca
GEMS EQUITIES & SECURITIES,broking
GEMSCAB INDUSTRIES LTD,mca
GENERAL AGENCIES(KOLKATA),vahan
GENERAL MILLS,internet
GENERAL MILLS INDIA PVT LTD,mca
GENERAL MOTORS INDIA,vahan
GENERAL NICE MINERAL RESOURCES INDIA PVT LTD,mca
GENESYS INTERNATIONAL,infotech
GENESYS INTERNATIONAL CORP LTD,mca
GENESYS INTERNATIONAL CORPORATION LTD,infotech
GENEX INDUSTRIES LTD,mca
GENNEX LABORATORIES LTD,mca
GENNOVA BIOPHARMACEUTICALS LTD,mca
GENOMICS BIOTECH LTD,mca
GENPACT,infotech
GENUS PAPER AND BOARDS LTD,mca
GENUS POWER INFRASTRUCTURES LTD,mca
GEO ALLIANCE,vahan
GEO CONNECT LTD,mca
GEO VPL FINANCE PRIVATE LIMITED,nbfc
GEODIS INDIA PVT LTD,mca
GEOJIT BNP PARIBAS FINANCIAL SERVICES,broking
GEOJIT CREDITS PVT LTD,mca
GEOJIT FINANCIAL SERVICES,broking
GEOJIT FINANCIAL SERVICES LTD,mca
GEOMETRIC LTD,mca
GEORG FISCHER PIPING SYSTEMS PVT LTD,mca
GEORGE TOWN CO OP BANK LTD,payments_nach
GEOSANSAR ADVISORS PVT LTD,mca
GEPL CAPITAL,broking
GEPL CAPITAL PVT LTD,mca
GERA REALTY INDIA PVT LTD,mca
GETIT INFOSERVICES PVT LTD,mca
GHALLA BHANSALI STOCK BROKERS,broking
GHANARAM INFRAENGINEERS PVT LTD,mca
GHANPUR SOLAR PRIVATE LIMITED,power
GHANSHYAM AUTO ENTERPRISES,vahan
GHANSHYAM ENGINEERING WORKS,vahan
GHANSHYAM SHARES & STOCK BROKERS,broking
GHANSHYAM TRAILER,vahan
GHARPURE ENGINEERING AND CONSTRUCTIONS PVT LTD,mca
GHATGE PATIL INDUSTRIES LTD,mca
GHAZIABAD ALIGARH EXPRESSWAY PVT LTD,mca
GHAZIABAD ORGANICS LTD,mca
GHCL LTD,mca
GHI ENERGY PVT LTD,mca
GHOSH BROTHERS ELECTRONICS PVT LTD,mca
GHV PVT LTD,mca
GI HUMAN RESOURCES AND SERVICES PVT LTD,mca
GI POWER CORP LTD,mca
GI STAFFING SERVICES PVT LTD,mca
GIA INDIA LABORATORY PVT LTD,mca
GIBTVL,power
GIC HOUSING FINANCE LTD,mca
GICSL,power
GIIS K EDUCATION PVT LTD,mca
GILL ACQUA HYDRO POWER GENERATION CO PVT LTD,mca
GILL AGRICULTURE WORKS,vahan
GILL AGROTECH,vahan
GILL PREET AGRO INDUSTRIES,vahan
GILLANDERS ARBUTHNOT AND CO LTD,mca
GILLETTE DIVERSIFIED OPERATIONS PVT LTD,mca
GILLPREET AGRO INDUSTRIES,vahan
GINI AND JONY LTD,mca
GINNI ENTERPRISES,vahan
GINNI FILAMENTS LTD,mca
GINNI GOLD PVT LTD,mca
GIPCL,power
GIRDHARILAL SUGAR AND ALLIED INDUSTRIES LTD,mca
GIRI ENGG WORKS,vahan
GIRIJA TRAILERS,vahan
GIRIRAJ ENTERPRISES,power
GIRIRAJ TRACTORS,vahan
GIRNAR FIBRES LTD,mca
GIRNAR SCOOTERS,vahan
GITA INDUSTRIES,vahan
GITANJALI EXPORTS CORP LTD,mca
GITANJALI GEMS LTD,mca
GITANJALI INFRATECH LTD,mca
GITANJALI LIFESTYLE LTD,mca
GIWEAL,power
GIWEL,power
GIWEPL,power
GIWFAL,power
GIWPGL,power
GIWSL,power
GK INDUSTRIAL PARK PVT LTD,mca
GKB HI TECH LENSES PVT LTD,mca
GKB OPTOLAB PVT LTD,mca
GKC PROJECTS LTD,mca
GKN DRIVELINE INDIA LTD,mca
GKON ELECTRIC MOTOR VEHICLES,vahan
GLADE STEEL PVT LTD,mca
GLASS WALL SYSTEMS INDIA PVT LTD,mca
GLASSTECH INDUSTRIES INDIA PVT LTD,mca
GLATT SYSTEMS PVT LTD,mca
GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD,mca
GLAXOSMITHKLINE PHARMACEUTICALS LTD,mca
GLENMARK PHARMACEUTICALS LTD,mca
GLITTEK GRANITES LTD,mca
GLM CO,vahan
GLN ENG AND REWNDNG ELECTRICAL,vahan
GLN TRAILERS,vahan
GLOBAL AGRI SYSTEM PVT LTD,mca
GLOBAL ALUMINIUM PVT LTD,mca
GLOBAL AUTOMOBILES,vahan
GLOBAL AUTOTECH LTD,mca
GLOBAL CEMENTS LTD,mca
GLOBAL COAL AND MINING PVT LTD,power
GLOBAL COAL AND MINING PVT LTD,mca
GLOBAL COKE LTD,mca
GLOBAL CONSUMER PRODUCTS PVT LTD,mca
GLOBAL ENERGY PVT LTD,mca
GLOBAL ENTROPOLIS VIZAG PVT LTD,mca
GLOBAL FRANCHISE ARCHITECTS INDIA PVT LTD,mca
GLOBAL HEALTH PVT LTD,mca
GLOBAL HEALTHLINE PVT LTD,mca
GLOBAL HI TECH INDUSTRIES LTD,mca
GLOBAL HOLDING CORP PVT LTD,mca
GLOBAL INFONET DISTRIBUTION PVT LTD,mca
GLOBAL INFRATECH AND FINANCE LTD,mca
GLOBAL INVESTMENTS,broking
GLOBAL NONWOVENS LTD,mca
GLOBAL OFFSHORE SERVICES LTD,mca
GLOBAL PAYMENTS ASIA PACIFIC INDIA PVT LTD,mca
GLOBAL POWERTECH EQUIPMENTS PVT LTD,mca
GLOBAL PROSERV LTD,mca
GLOBAL SOFTECH LTD,mca
GLOBAL STONE INDIA LTD,mca
GLOBAL TALENT TRACK PVT LTD,mca
GLOBAL TOWERS LTD,mca
GLOBAL TRADEX LTD,mca
GLOBAL UNITED SHIPPING INDIA PVT LTD,mca
GLOBAL VECTRA HELICORP LTD,mca
GLOBAL WIND POWER LTD,mca
GLOBAL WOOL ALLIANCE PVT LTD,mca
GLOBALLOGIC,internet
GLOBE CAPITAL MARKET,broking
GLOBE FINCAP LTD,mca
GLOBE PANEL INDUSTRIES INDIA PVT LTD,mca
GLOBEGROUND INDIA PVT LTD,mca
GLOBION INDIA PVT LTD,mca
GLOBSYN TECHNOLOGIES LTD,mca
GLOBUS CORPOORATION LTD,mca
GLOBUS INDUSTRIES AND SERVICES LTD,mca
GLOBUS POWER GENERATION LTD,mca
GLOBUS REALINFRA PVT LTD,mca
GLOBUS SPIRITS LTD,mca
GLOBUS STORES PVT LTD,mca
GLOBUS WAREHOUSING AND TRADING PVT LTD,mca
GLOCAL HEALTHCARE SYSTEMS PVT LTD,mca
GLODYNE TECHNOSERVE LTD,mca
GLOSTER CABLES LTD,mca
GLS FILMS INDUSTRIES PVT LTD,mca
GM SUGAR AND ENERGY LTD,mca
GMDC,coal
GMDCL,power
GMR,power
GMR AERO TECHNIC LTD,mca
GMR AIR CARGO AND AEROSPACE ENGINEERING LTD,mca
GMR AIRPORTS LTD,mca
GMR AMBALA CHANDIGARH EXPRESSWAYS PVT LTD,mca
GMR BAJOLI HOLI HYDROPOWER PVT LTD,mca
GMR BANNERGHATTA PROPERTIES PVT LTD,mca
GMR CHENNAI OUTER RING ROAD PVT LTD,mca
GMR ENERGY LTD,power
GMR ENERGY TRADING LTD,mca
GMR ENTERPRISES PRIVATE LIMITED,nbfc
GMR Energy Ltd,power
GMR HYDERABAD INTERNATIONAL AIRPORT LTD,mca
GMR HYDERABAD VIJAYAWADA EXPRESSWAYS PVT LTD,mca
GMR KAMALANGA ENERGY LIMITED,power
GMR KAMALANGA ENERGY LTD,mca
GMR KRISHNAGIRI SIR LTD,mca
GMR POCHANPALLI EXPRESSWAYS LTD,mca
GMR POWER INFRA LTD,power
GMR RAJAHMUNDRY ENERGY LTD,mca
GMR SPINTEX PVT LTD,mca
GMR VEMAGIRI POWER GENERATION LTD,mca
GMR WARORA ENERGY LIMITED,power
GMR WARORA ENERGY LTD,mca
GMT AUTO ENGINEERING COMPANY,vahan
GNA GEARS LTD,mca
GNEX REALTECH PVT LTD,mca
GNG STOCK HOLDINGS,broking
GO AIRLINES INDIA LTD,mca
GO FASHION INDIA PVT LTD,mca
GO GREEN EOT (ENERGY OF THINGS),vahan
GOA ANTIBIOTICS AND PHARMACEUTICALS LTD,mca
GOA GLASS FIBRE LTD,mca
GOA SHIPYARD LTD,mca
GOA SPONGE AND POWER LTD,mca
GOA TOURISM DEVELOPMENT CORP LTD,mca
GOAN FOOTBALL CLUB PVT LTD,mca
GOBIND INDUSTRIES,vahan
GOBIND MOTOR GARAGE,vahan
GOBINDA MOTOR WORKS,vahan
GOD OWN COUNTRY HEALTH RESORTSINTERNATIONAL PVT LTD,mca
GODAVARI BIOREFINERIES LTD,mca
GODAVARI URABN COOPERATIVE BANK NASHIK,bank
GODAVARI URBAN CO OP BANK LTD NASHIK,payments_nach
GODAVARI URBAN CO OP BANK LTD VAZIRABAD,payments_nach
GODAWARI ELECTRIC MOTORS,vahan
GODAWARI GREEN ENERGY LTD,mca
GODAWARI POWER AND ISPAT LTD,mca
GODAWARI TECHNO SOLUTIONS,vahan
GODHANI GEMS PVT LTD,mca
GODHRA URBAN CO OP BANK,bank
GODREJ AND BOYCE MFG CO,vahan
GODREJ CONSUMER PRODUCTS LTD,mca
GODREJ INDUSTRIES LTD,mca
GODREJ PROPERTIES LTD,mca
GOEL AGRIGREEN FIELDS PVT LTD,mca
GOEL GANGA DEVELOPERS INDIA PVT LTD,mca
GOEL GANGA INFRASTRUCTURE AND REALESTATE PVT LTD,mca
GOEL TEMPO,vahan
GOENKA CAPITAL MARKET SERVICES,broking
GOENKA DIAMOND AND JEWELS LTD,mca
GOENKA ELECTRIC MOTOR VEH L,vahan
GOENKA ELECTRIC MOTOR VEHICLES,vahan
GOGIA CAPITAL SERVICES,broking
GOGTE INFRASTRUCTURE DEVELOPMENT CORP LTD,mca
GOIBIBO,payments_upi_apps
GOKAK POWER AND ENERGY LTD,mca
GOKAK SUGARS LTD,mca
GOKALDAS EXPORTS LTD,mca
GOKALDAS IMAGES INFRASTRUCTURE PVT LTD,mca
GOKALDAS IMAGES PVT LTD,mca
GOKALDAS INTIMATEWEAR PVT LTD,mca
GOKUL INDUSTRIES,vahan
GOKUL REFOILS AND SOLVENT LTD,mca
GOKUL SUGAR INDUSTRIES LTD,mca
GOKUL TRACTORS,vahan
GOL OFFSHORE LTD,mca
GOLD HOFER,vahan
GOLD HOFFER,vahan
GOLD NEST TRADING CO LTD,mca
GOLD PLUS GLASS INDUSTRY LTD,mca
GOLD SEAL AVON POLYMERS PVT LTD,mca
GOLD STAR DIAMOND PVT LTD,mca
GOLDBRICKS INFRASTRUCTURE PVT LTD,mca
GOLDEN FRIES LTD,mca
GOLDEN GATE PROPERTIES LTD,mca
GOLDEN GREENS GOLF AND RESORTS LTD,mca
GOLDEN HATCHERIES,power
GOLDEN LINE STUDIOS PVT LTD,mca
GOLDEN PEACE INFRASTRUCTURE PVT LTD,mca
GOLDEN RATHI STAR INDUSTRIES LTD,mca
GOLDEN STOCK BROKERS,broking
GOLDEN TOBACCO LTD,mca
GOLDIAM INTERNATIONAL LTD,mca
GOLDMAN SACH,bank
GOLDMAN SACH,bank_test_only
GOLDMAN SACH INDIA,bank
GOLDMAN SACH INDIA,bank_test_only
GOLDMAN SACH INDIA CAPITAL MARKETS P,bank
GOLDMAN SACH INDIA CAPITAL MARKETS P,bank_test_only
GOLDMAN SACHS FINANCE PVT LTD,mca
GOLDMAN SACHS INDIA CAPITAL MARKETS PVT,bank
GOLDMAN SACHS INDIA CAPITAL MARKETS PVT,bank_test_only
GOLDMINE STOCKS,broking
GOLDSTONE CEMENTS LTD,mca
GOLDSTONE TECHNOLOGIES LTD,mca
GOLDSTREET SECURITIES,broking
GOLDVISION ENTERTAINMENT PVT LTD,mca
GOLDY ENGINEERING,vahan
GOLF VIEW HOMES LTD,mca
GOMTI INDUSTRIES,vahan
GONDAL NAGARIK SAHAKARI BANK LTD,payments_nach
GONGLU AGRO PVT LTD,mca
GONTERMANN PEIPERS INDIA LTD,mca
GOOD ENERGY INDIA,vahan
GOOD FORTUNE CAPITALS,broking
GOOD LUCK AGRO INDUSTRIES,vahan
GOOD LUCK VEHICLE INDUSTRY,vahan
GOOD MORNING INDIA MEDIA PVT LTD,mca
GOOD VALUE MARKETING CO LTD,mca
GOOD WILL HI PRECISION,vahan
GOODEARTH MARITIME LTD,mca
GOODENERGY INDIA,vahan
GOODRICKE GROUP LTD,mca
GOODWILL FIBRES COMPANY PRIVATE LTD,power
GOODWILL HI PRECISION WORKS,vahan
GOODWILL WEALTH MANAGEMENT,broking
GOODYEAR INDIA LTD,mca
GOODYEAR SOUTH ASIA TYRES PVT LTD,mca
GOOGLE PAY,payments_upi_apps
GOPAL AGRO AGENCY HALADIAPADAR BERHAMPUR GANJAM,vahan
GOPAL AGROTECH,vahan
GOPAL AUTO MOTORS,vahan
GOPAL BROTHERS AGRICULTURAL WORKS,vahan
GOPAL ENGG WORKS,vahan
GOPAL ENGINEERING BALASORE,vahan
GOPAL STEEL INDUSTRIES,vahan
GOPAL TRAILER AND FABRICATORS,vahan
GOPALA POLYPLAST LTD,mca
GOPALPUR PORTS LTD,mca
GOPANI INTERNATIONAL PVT LTD,mca
GOPANI IRON AND POWER INDIA PVT LTD,mca
GOPI AGRO INDUSTRIES,vahan
GOPI SYNTHETICS PVT LTD,mca
GOPINATH PATIL PARSIK JAN SAHA BANK,bank
GOPINATH PATIL PARSIK JANATA SAHAKARI BANK,bank_test_only
GOPINATH PATIL PARSIK JANATA SAHAKARI BANK,bank
GOPINATH PATIL PARSIK JANATA SAHAKARI BK,bank_test_only
GOPINATH PATIL PARSIK JANATA SAHAKARI BK,bank
GOPINATH SPINNING PVT LTD,mca
GOREEN E-MOBILITY,vahan
GOTTWALD,vahan
GOURIKA INDIA LTD,mca
GOURISHANKAR INDUSTRIES,vahan
GOUSIA ENGNEERING WORKS,vahan
GOVERNMENT OF INDIA,mca
GOVIND INDUSTRIES,vahan
GOVIND MOTOR GARRAGE,vahan
GOVIND RUBBER LTD,mca
GOWTHAMAN TRAILERS,vahan
GOYAL ENERGY AND STEEL PVT LTD,mca
GOYAL ENGINEERING POLYMERS PVT LTD,mca
GOYAL GLASSWARE PVT LTD,mca
GOYAL MG GASES PVT LTD,mca
GOYAL PROTEINS LTD,mca
GP INDUSTRIES,vahan
GP PARSIK JANATA SAHAKARI BANK,bank
GP PARSIK SAHAKARI BANK KALWA THANE,bank
GP PARSIK SAHAKARI BANK KALWA THANE,bank_test_only
GP PARSIK SAHAKARI BANK LTD KALWA THANE,payments_nach
GP PETROLEUMS LTD,mca
GPGSL (GVK),power
GPI TEXTILES LTD,mca
GPPCL,power
GPT HEALTHCARE PVT LTD,mca
GPT INFRAPROJECTS LTD,mca
GPT STEEL INDUSTRIES LTD,mca
GPX INDIA PVT LTD,mca
GRACE INFRASTRUCTURE PVT LTD,mca
GRADATIM IT VENTURES INDIA PVT LTD,mca
GRAINGER INDUSTRIAL SUPPLY INDIA PVT LTD,mca
GRAINOTCH INDUSTRIES LTD,mca
GRAM TARANG EMPLOYABILITY TRAINNING SERVICES,vahan
GRAN ELECTRONICS PVT LTD,mca
GRAND LUXE HOTELS LTD,mca
GRAND MOTORS SALES AND SERVICES PVT LTD,mca
GRAND REALITY PVT LTD,mca
GRAND VIEW ESTATES PVT LTD,mca
GRANDHI ENTERPRISES PVT LTD,mca
GRANT AGRO INDUSTRIES,vahan
GRANULES INDIA LTD,mca
GRAPECITY INDIA PVT LTD,mca
GRAPHITE INDIA LTD,mca
GRASIM INDUSTRIES LTD,mca
GRASIM PREMIUM FABRIC PVT LTD,mca
GRASS FIELD FIRE CAPITAL DEVELOPERS PVT LTD,mca
GRASSLANDS AGRO PVT LTD,mca
GRAUER AND WEIL INDIA LTD,mca
GRAVISS HOSPITALITY LTD,mca
GRAVITA INDIA LTD,mca
GRAVITI PHARMACEUTICALS PVT LTD,mca
GRCABLES LTD,mca
GRD MOTORS,vahan
GREAT AUTOMOTIVE,vahan
GREAT EASTERN ENERGY CORP LTD,mca
GREAT EASTERN SHIPPING CO LTD,mca
GREAT GALLEON VENTURES LTD,mca
GREAT INDIAN NAUTANKI CO PVT LTD,mca
GREAT UNITED ENERGY PVT LTD,mca
GREATER BOMBAY COOP BANK,bank
GREATER BOMBAY COOP BANK,bank_test_only
GREATER BOMBAY COOPERATIVE BANK,bank
GREATER BOMBAY COOPERATIVE BANK,bank_test_only
GREATOO INDIA PVT LTD,mca
GREATSHIP INDIA LTD,mca
GREAVES COTTON,vahan
GREAVES COTTON AND,vahan
GREAVES COTTON LTD,mca
GREAVES ELECTRIC MOBILITY,vahan
GREAVES INDIA,vahan
GREEN AGE AGRO ENGINERING,vahan
GREEN ENERGY DEVELOPMENT CORP OFODISHA LTD,mca
GREEN EVOLVE,vahan
GREEN FIELD FARM EQPMTS,vahan
GREEN GATEWAY LEISURE LTD,mca
GREEN IMPEX,vahan
GREEN KAIKETSU AUTOMATIVE IND,vahan
GREEN KAIKETSU AUTOMOTIVE INDIA,vahan
GREEN PLANET ENERGY PVT LTD,mca
GREEN POWER SUGARS LTD,mca
GREEN SHUTTLE TECHNOLOGY,vahan
GREEN STAR MOTORS,vahan
GREEN TECHNOLOGIES,vahan
GREEN VALLEY MOTORS,vahan
GREEN VALLIEY INDUSTRIES LTD,mca
GREEN WAY ECO RIDE,vahan
GREEN WHEELZ (INDIA),vahan
GREEN WOODS PALACES AND RESORTS PVT LTD,mca
GREEN WORLD MOTORS,vahan
GREENBUCKS SECURITIES,broking
GREENEARTH RESOURCES AND PROJECTS LTD,mca
GREENEFFECT WASTE MANAGEMENT LTD,mca
GREENERGY WIND CORP PVT LTD,mca
GREENETICS INDUSTRIES,vahan
GREENKO AGAR WIND POWER PVT LTD(10MW),power
GREENKO AGAR WIND POWER PVT LTD(30MW),power
GREENKO ANANTAPUR WIND POWER PRIVATE LIMITED,power
GREENKO ANANTAPUR WIND POWER PVT LTD,power
GREENKO ANUBHAV HYDEL POWER PVT LTD,mca
GREENKO AT HYDRO PVT LTD,mca
GREENKO BERCHA WIND POWER PVT LTD,power
GREENKO BUDHIL HYDRO POWER PVT LTD,mca
GREENKO CIMARON CONSTRUCTIONS PVT LTD,mca
GREENKO DND WIND POWER PVT LTD(DALOT),power
GREENKO DND WIND POWER PVT LTD(DEVGARH),power
GREENKO ENERGIES PVT LTD,mca
GREENKO GODAVARI POWER PROJECTS PVT LTD,mca
GREENKO JAISALMER WIND ENERGY PVT LTD,power
GREENKO MAHA WIND ENERGY PVT LTD,power
GREENKO MAMATKHEDA WIND PVT LTD,power
GREENKO MAMATKHEDA WIND PVT LTD(GURUMITKAL),power
GREENKO RAYALA WIND POWER PVT LTD,mca
GREENKO RENEWABLE POWER PVT LTD,power
GREENKO SOLAR POWER (MEDAK) LTD,power
GREENKO SRI SAI KRISHNA HYDRO ENERGIES PVT LTD,mca
GREENKO TEJASSARNIKA HYDRO ENERGIES PVT LTD,mca
GREENKO URAVAKONDA WIND POWER PRIVATE LTD,power
GREENKO URAVAKONDA WIND POWER PVT LTD,power
GREENLAND INFRACON PVT LTD,mca
GREENS ORGANICS INDIA PVT LTD,mca
GREENSIGNAL BIO PHARMA PVT LTD,mca
GREENSTAR FERTILIZERS LTD,mca
GREENTECH AUTO LLP,vahan
GREENTECH POWER PVT LTD,mca
GREENWHEELS AUTOMOBILE,vahan
GREESHMAM RESORTS PVT LTD,mca
GREET TRACTORS,vahan
GRESHMA SHARES & STOCKS,broking
GRESHMA SHARES AND STOCKS LTD,mca
GREVEK INVESTMENTS AND FINANCE PVT LTD,mca
GREW INDUSTRIES PVT LTD,mca
GRFL,customs_revenue
GRG SMART VEHICLE,vahan
GRINDWELL NORTON LTD,mca
GRISHMA SECURITIES,broking
GRL ENGINEERS,vahan
GROMAX AGRI EQUIPMENT,vahan
GROMAX AGRI EQUIPMENT LTD,mca
GROSPINZ FABZ LTD,mca
GROVALUE SECURITIES,broking
GROVE INDIA,vahan
GROVER ZAMPA VINEYARDS LTD,mca
GROWTH AVENUES,broking
GROWTH SECURITIES,broking
GROWW,payments_upi_apps
GROZ BECKERT CARDING INDIA PVT LTD,mca
GRT HOTELS AND RESORTS PVT LTD,mca
GRUH FINANCE LTD,mca
GRUPO ANTOLIN INDIA PVT LTD,mca
GRV SPINTEX PVT LTD,mca
GS MAHANAGAR CO OP BANK LTD,payments_nach
GS MAHANAGAR COOPERATIVE BANK MUMBAI,bank_test_only
GS MAHANAGAR COOPERATIVE BANK MUMBAI,bank
GSCO INFRASTRUCTURE PVT LTD,mca
GSECL,power
GSEGL,power
GSGBUILDERS AND INFRASTRUCTURE LTD,mca
GSL INDIA LTD,mca
GSL NOVA PETROCHEMICALS LTD,mca
GSP CROP SCIENCE PVT LTD,mca
GSPC LNG LTD,mca
GSPC PIPAVAV POWER CO LTD,mca
GSPL INDIA GASNET LTD,mca
GSPL INDIA TRANSCO LTD,mca
GSS INFOTECH LTD,mca
GSTAAD HOTELS PVT LTD,mca
GTFS MULTI SERVICES LTD,mca
GTL INFRASTRUCTURE LTD,mca
GTL LTD,mca
GTR ALUMINIUM PVT LTD,mca
GUALA CLOSURES INDIA PVT LTD,mca
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),vahan
GUANGXI LIUGONG MACHINERY CO,vahan
GUARDIAN LIFECARE PVT LTD,mca
GUARDIAN NUTRITION AND HEALTHSUPPLEMENTS PVT LTD,mca
GUARDIAN SOUHARDA SAHAKARI BANK NIYAMITA,payments_nach
GUARDIAN SOUHARDA SAHAKARI BANK NIYAMITA,bank
GUGAN PAPER MILLS PVT LTD,mca
GUILD BUILDERS PVT LTD,mca
GUINESS SECURITIES,broking
GUJARAT AGRICULTURE WORKS,vahan
GUJARAT AGRO INDUSTRIES,vahan
GUJARAT AGRO INFRASTRUCTURE MEGA FOODPARK PVT LTD,mca
GUJARAT ALKALIES AND CHEMICALS LTD,mca
GUJARAT AMBUJA CO OP BANK LTD,payments_nach
GUJARAT AMBUJA COOP BANK,bank
GUJARAT AMBUJA EXPORTS LTD,mca
GUJARAT APOLLO INDUSTRIES LTD,mca
GUJARAT CARBON AND INDUSTRIES LTD,mca
GUJARAT CHEMICAL PORT LTD,mca
GUJARAT CREDO MINERAL INDUSTRIES LTD,mca
GUJARAT ENERGY TRANSMISSION CORP LTD,mca
GUJARAT ENGINEERING WORKS,vahan
GUJARAT FOILS LTD,mca
GUJARAT GUARDIAN LTD,mca
GUJARAT INDUSTRIAL INVESTMENT CORP LTD,mca
GUJARAT INDUSTRIES POWER CO LTD,mca
GUJARAT INFRAPROJECT PVT LTD,mca
GUJARAT INTERNATIONAL FINANCE TEC CITY CO LTD,mca
GUJARAT KRUSHI UDYOG,vahan
GUJARAT LEASE FINANCING LTD,mca
GUJARAT MERCANTILE CO OP BANK LTD,payments_nach
GUJARAT METALLIC COAL AND COKE LTD,mca
GUJARAT METRO RAIL CORP GMRC LTD,mca
GUJARAT MINERAL DEVELOPMENT CORP LTD,mca
GUJARAT NARMADA AUTO,vahan
GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LTD,mca
GUJARAT NATURAL RESOURCES LTD,mca
GUJARAT NRE COKE LTD,mca
GUJARAT OLEO CHEM LTD,mca
GUJARAT PIPAVAV PORT LTD,mca
GUJARAT POLY ELECTRONICS LTD,mca
GUJARAT POLYFILMS PVT LTD,mca
GUJARAT POWER CORP LIMTED,mca
GUJARAT ROAD AND INFRASTRUCTURE CO LTD,mca
